OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),DefaultData,TotalGHGEmissions
20435,NonResidential,Supermarket / Grocery Store,Trader Joe's,4545 Fauntleroy Way SW,Seattle,WA,0952007370,SOUTHWEST,1946,1.0,2,25762,0,25762,1906384.875,1906384.875,False,13.29
20439,NonResidential,Other,West Seattle Family YMCA,4515 36th Ave SW,Seattle,WA,0952007845,SOUTHWEST,1984,1.0,1,33334,0,33334,6118300.5,6405464.5,False,210.3
20440,NonResidential,Small- and Mid-Sized Office,SK Food Group,4600 37th Ave S.W.,Seattle,WA,0952007920,SOUTHWEST,1981,1.0,3,43387,0,43387,2686765.0,2695090.5,False,34.15
20470,NonResidential,Mixed Use Property,Lake City Center - Main Building,12701 Lake City Way NE,Seattle,WA,1453600540,NORTH,1979,1.0,1,39350,0,39350,267135.0938,267135.0938,False,1.86
20474,NonResidential,Other,EBBC LCW,12537 Lake CIty Way NE,Seattle,WA,1453600740,NORTH,1949,0.0,1,22405,0,22405,3498214.75,3556717.25,False,134.57
20494,SPS-District K-12,Other,Cedar Park Building,13224 37th Ave NE,Seattle,WA,1454100350,NORTH,2013,1.0,1,32590,0,32590,1361794.25,1505296.875,False,43.13
20500,NonResidential,Warehouse,Central Park,5614 7th Ave S,Seattle,WA,1486300005,GREATER DUWAMISH,1985,1.0,1,37500,0,37500,1811506.375,1908057.875,False,13.16
20503,NonResidential,Medical Office,Seattle Children's Hospital Odessa Brown Children's Clinic,2101 E. Yesler Way,Seattle,WA,1493600000,CENTRAL,1990,1.0,2,39000,0,39000,2615247.75,2654904.25,False,33.92
20506,NonResidential,Other,NW ART AND FRAME/HUSKY ICE CREAM,4721 CALIFORNIA AVE SW,Seattle,WA,1495300045,SOUTHWEST,1924,1.0,1,22180,0,22180,5089083.0,5211179.5,False,147.0
20515,SPS-District K-12,K-12 School,Beacon Hill International Elementary,2025 14th Ave. S.,Seattle,WA,1498300850,GREATER DUWAMISH,1971,1.0,1,51704,0,51704,1799402.75,1965120.125,True,41.68
20519,NonResidential,Distribution Center,2001 Plum LLC,2001 South Plum Street,Seattle,WA,1498302035,GREATER DUWAMISH,1969,1.0,1,25920,0,25920,1219744.75,1212529.75,False,12.48
20520,NonResidential,Refrigerated Warehouse,oriental meats,2001 21st Ave S,Seattle,WA,1498302080,GREATER DUWAMISH,1953,1.0,1,25480,0,25480,741287.1875,741287.1875,False,5.17
20522,NonResidential,Warehouse,MB Warehouse LLC,2028 21st Ave S,Seattle,WA,1498302235,GREATER DUWAMISH,1970,1.0,2,31000,0,31000,2301043.75,2315087.75,False,19.93
20523,NonResidential,Small- and Mid-Sized Office,ABM/ Johnson Barrow,2001 22nd ave. S.,Seattle,WA,1498302245,GREATER DUWAMISH,1961,1.0,1,29740,0,29740,1467060.25,1533262.0,False,19.82
20525,NonResidential,Distribution Center,"Kusak Cut Glass Works, Inc.",1911 22nd Avenue S,Seattle,WA,1498302345,GREATER DUWAMISH,1954,1.0,1,23236,0,23236,433871.0,484136.8125,False,13.02
20526,NonResidential,Small- and Mid-Sized Office,Wellspring Family Services,1900 Rainier AVE S,Seattle,WA,1498302455,SOUTHEAST,2009,1.0,3,38075,0,38075,1921801.25,2035301.25,False,19.04
20531,NonResidential,Small- and Mid-Sized Office,American Red Cross,1900 25th Ave S,Seattle,WA,1498303300,SOUTHEAST,1970,1.0,2,39170,0,39170,2130673.75,2252219.5,False,63.06
20532,Nonresidential COS,Other,Amy Yee Tennis Center,2000 M L King Jr Way S,Seattle,WA,1498303565,SOUTHEAST,1977,0.0,1,36070,0,36070,1441665.375,1542945.125,False,10.05
20541,NonResidential,Other,(ID20541) MYCON'S USED CARS,3711 RAINIER AVE S,Seattle,WA,1624049229,SOUTHEAST,1963,1.0,2,20047,0,20047,117438.3984,128383.8984,False,0.82
20552,NonResidential,Retail Store,OLD WESTERN STEEL CASTING CO,3300 1ST AVE S,Seattle,WA,1327300008,GREATER DUWAMISH,1914,1.0,1,20000,0,20000,557863.6875,557863.6875,False,3.89
20556,NonResidential,Warehouse,3300,3300 6th Avenue South,Seattle,WA,1327300012,GREATER DUWAMISH,1955,1.0,2,32400,0,32400,248616.0,248616.0,False,1.73
20565,NonResidential,Supermarket / Grocery Store,Safeway 0368 - Queen Anne,2100 Queen Anne Ave N,Seattle,WA,1794500895,MAGNOLIA / QUEEN ANNE,1962,1.0,1,25159,0,25159,8905287.0,9072714.0,False,247.85
20573,Nonresidential COS,Other,Queen Anne Community Center,1901 1st Ave W,Seattle,WA,1794501150,MAGNOLIA / QUEEN ANNE,1948,1.0,1,27247,0,27247,2332996.5,2607414.75,False,83.1
20604,NonResidential,Distribution Center,MCNIVEN,20-24 S. Idaho Street,Seattle,WA,1824049012,GREATER DUWAMISH,1955,1.0,1,26680,0,26680,243518.2031,243518.2031,False,1.7
20605,NonResidential,Warehouse,VISKO BUILDING,4229 WEST MARGINAL WAY SW,Seattle,WA,1824049044,DELRIDGE,1953,1.0,1,31521,0,31521,1788148.0,1823198.75,False,61.71
20613,NonResidential,Warehouse,QFC Warehouse,3663 1st Avenue S,Seattle,WA,1824049069,GREATER DUWAMISH,1951,1.0,1,24000,0,24000,1257033.5,1510110.25,False,46.64
20614,NonResidential,Self-Storage Facility,HGA Investment LLC,14 S Idaho St,Seattle,WA,1824049070,GREATER DUWAMISH,1952,1.0,1,21900,0,21900,1333637.625,1654353.5,False,65.65
20617,NonResidential,Retail Store,Seattle Habitat Store,21 S Nevada St,Seattle,WA,1824049074,GREATER DUWAMISH,1953,1.0,1,39900,0,39900,145468.7969,145468.7969,True,5.46
20618,NonResidential,Warehouse,"Compton Lumber Co., Inc",3847  1st Avenue South,Seattle,WA,1824049075,GREATER DUWAMISH,1961,1.0,1,38005,0,38005,752093.625,800420.6875,False,10.75
20620,NonResidential,Distribution Center,3851 Distribution Center,3851 1st Ave S,Seattle,WA,1824049109,GREATER DUWAMISH,1998,1.0,1,35579,0,35579,1096646.25,1259267.75,False,39.05
20626,NonResidential,Distribution Center,3317,3317 6th Avenue South,Seattle,WA,1327300065,GREATER DUWAMISH,1975,1.0,1,49950,0,49950,238969.7031,238969.7031,False,1.67
20645,SPS-District K-12,K-12 School,Stevens Elementary,1242 18th Ave. E.,Seattle,WA,1337801270,EAST,2001,1.0,3,62078,0,62078,1955013.5,2187712.5,True,50.69
20659,NonResidential,Worship Facility,Magnolia United Church of Christ,3555 West McGraw Street,Seattle,WA,1370802570,MAGNOLIA / QUEEN ANNE,1947,1.0,2,22612,0,22612,731321.8125,854810.625,False,31.6
20685,NonResidential,Other,Toyota of Lake City,13355 Lake City Way NE,Seattle,WA,1453600005,NORTH,1976,1.0,2,38787,0,38787,3204685.5,3513828.25,False,67.52
20686,NonResidential,Self-Storage Facility,Lake City Mini Storage,3136 NE 130th St,Seattle,WA,1453600301,NORTH,1988,2.0,2,50368,0,50368,753275.1875,897822.875,False,28.58
20707,NonResidential,Warehouse,Mallory Safety & Supply LLC,5510 E Marginal Way South,Seattle,WA,1722802630,GREATER DUWAMISH,1938,1.0,1,30545,0,30545,1577040.875,1861291.25,False,61.53
20735,NonResidential,K-12 School,St. Anne School,101 W. Lee St.,Seattle,WA,1731800825,MAGNOLIA / QUEEN ANNE,1922,1.0,3,32691,0,32691,971990.3125,1095913.75,False,29.82
20743,NonResidential,Worship Facility,St. Anne Church & Rectory,1411 1st Ave.,Seattle,WA,1731801135,MAGNOLIA / QUEEN ANNE,1963,1.0,2,24227,0,24227,1086678.125,1238854.625,False,47.59
20768,NonResidential,Distribution Center,Dekeriver LLC,1900 S Corgiat Drive,Seattle,WA,1753700330,GREATER DUWAMISH,1956,1.0,1,27000,0,27000,651293.3125,735187.125,False,18.85
20811,SPS-District K-12,K-12 School,TOPS K-8,2500 Franklin Ave. E.,Seattle,WA,1959700005,LAKE UNION,1999,1.0,3,95501,0,95501,3009967.0,3244148.0,True,62.94
20815,NonResidential,Small- and Mid-Sized Office,SPRAG,2517 Eastlake Ave E,Seattle,WA,1959700023,LAKE UNION,1957,1.0,2,21183,0,21183,361542.0938,361542.0938,False,2.52
20818,NonResidential,Small- and Mid-Sized Office,Eastlake Professional Center,2633 EASTLAKE AVE E #307,Seattle,WA,1959700075,LAKE UNION,1961,1.0,3,29392,3834,25558,755618.1875,804510.375,False,6.18
20836,NonResidential,Large Office,Eastlake Center (North & South),2825 Eastlake AVE E,Seattle,WA,1959701300,LAKE UNION,1985,1.0,5,137738,55504,82234,4704936.5,4843339.0,False,32.8
20861,NonResidential,Residence Hall,(ID20861) KEYSTONE GROUP HOME,3515 WOODLAND PARK AVE N,Seattle,WA,1825049055,LAKE UNION,1988,1.0,3,21118,0,21118,1361427.75,1427645.0,False,39.5
20868,NonResidential,Large Office,Stone 34,3400 Stone Way N,Seattle,WA,1825049072,LAKE UNION,2013,1.0,5,206126,79284,126842,4489661.0,4515744.5,False,72.26
20871,NonResidential,Small- and Mid-Sized Office,The Production Network,1000 North Northlake Way,Seattle,WA,1825049143,LAKE UNION,1900,1.0,2,20500,0,20500,1326178.125,1326178.125,False,11.27
20885,NonResidential,Senior Care Community,Ballard Center,820 NW 95th Street,Seattle,WA,1865400030,BALLARD,1966,1.0,2,34636,31000,3636,12148720.0,12805711.0,False,480.9
20888,NonResidential,Worship Facility,Assumption Church,6215 33rd Ave. NE,Seattle,WA,1868903240,NORTHEAST,1930,1.0,2,25521,0,25521,605186.3125,685885.625,False,15.47
20890,NonResidential,K-12 School,ASB School,6220 32nd Ave. NE,Seattle,WA,1868903240,NORTHEAST,1986,1.0,1,23190,0,23190,1705515.25,1929416.5,False,68.14
20916,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,123 N. 79th St.,Seattle,WA,1646500985,NORTHWEST,1960,1.0,1,20678,0,20678,770333.0,875049.6875,False,32.63
20917,NonResidential,K-12 School,St. John School,120 N. 79th St.,Seattle,WA,1646501150,NORTHWEST,1922,1.0,3,28820,0,28820,2595783.5,2959193.75,False,106.45
20928,NonResidential,Worship Facility,St. Paul Church & School,10001 57th Ave. S,Seattle,WA,1686400005,SOUTHEAST,1954,1.0,2,27876,0,27876,1829981.375,2095655.25,False,68.97
20930,SPS-District K-12,K-12 School,Queen Anne Elementary,411 Boston St.,Seattle,WA,1689400145,MAGNOLIA / QUEEN ANNE,1925,1.0,1,48789,0,48789,1298307.625,1419585.125,False,29.41
20967,SPS-District K-12,K-12 School,Columbia Building,3528 Ferdinand St.,Seattle,WA,1703400755,SOUTHEAST,1925,1.0,1,33105,0,33105,1725336.25,1924436.0,True,69.77
20970,NonResidential,Senior Care Community,Kin On Health Care Center,4416 S Brandon St,Seattle,WA,1704900435,SOUTHEAST,1966,1.0,2,48882,7233,41649,6782435.0,7048919.0,False,235.26
20976,NonResidential,Warehouse,NWCP-SEA Bldg E,650 S. Lucile St,Seattle,WA,1722800145,GREATER DUWAMISH,1977,1.0,1,22320,0,22320,439065.9063,462174.4063,False,3.06
20978,NonResidential,Other,Terreno Lucile,637 S LUCILE ST,Seattle,WA,1722800223,GREATER DUWAMISH,1976,1.0,1,47105,0,47105,10234721.0,10234721.0,False,348.22
20979,NonResidential,Small- and Mid-Sized Office,The Hathaway Building,5506 6th Ave S.,Seattle,WA,1722800285,GREATER DUWAMISH,1982,1.0,2,40029,0,40029,1471914.25,1575328.25,False,10.26
20984,NonResidential,Small- and Mid-Sized Office,Building R,650 South Orcas Street,Seattle,WA,1722800585,GREATER DUWAMISH,1970,1.0,2,28304,0,28304,1269367.5,1322894.5,False,8.85
20985,NonResidential,Other,Building Q,670 South Orcas Street,Seattle,WA,1722800620,GREATER DUWAMISH,1970,1.0,1,26400,0,26400,452612.5,452612.5,False,3.16
20986,NonResidential,Warehouse,Orcas Maintenance Shop,707 S Orcas St,Seattle,WA,1722800985,GREATER DUWAMISH,1968,1.0,1,27680,0,27680,1778431.75,1918665.75,False,64.81
20987,NonResidential,Small- and Mid-Sized Office,Building P,5700 Sixth Avenue South,Seattle,WA,1722801079,GREATER DUWAMISH,1969,1.0,2,25872,0,25872,1787119.0,1853911.875,False,45.79
20988,NonResidential,Small- and Mid-Sized Office,Building O,655 South Orcas Street,Seattle,WA,1722801080,GREATER DUWAMISH,1969,1.0,2,25872,0,25872,2399353.5,2498335.25,False,81.96
20989,NonResidential,Warehouse,Building N,661 South Orcas Street,Seattle,WA,1722801081,GREATER DUWAMISH,1969,1.0,1,20500,0,20500,222600.0938,222600.0938,False,1.55
21005,NonResidential,Small- and Mid-Sized Office,4000 aurora building,4000 aurora ave n,Seattle,WA,1931300585,LAKE UNION,1958,1.0,2,21436,0,21436,534703.6875,558727.875,False,3.73
21023,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,3316 Fuhrman Ave E,Seattle,WA,1959703275,NORTHEAST,1998,1.0,1,20233,0,20233,630250.125,690322.6875,False,18.16
21057,NonResidential,Small- and Mid-Sized Office,Fremont Space,600 N. 36th Street,Seattle,WA,1972201005,LAKE UNION,2006,1.0,4,39926,12400,27526,1010967.688,1039085.375,False,14.49
21088,NonResidential,Small- and Mid-Sized Office,Northlake Plaza,936 N 34TH ST,Seattle,WA,1972202635,LAKE UNION,1985,1.0,3,31417,8110,23307,1126157.25,1214408.75,False,28.09
21095,NonResidential,Self-Storage Facility,Belltown Self Storage,1915 Third Ave.,Seattle,WA,1977201055,DOWNTOWN,1928,1.0,6,46580,0,46580,710275.375,778702.125,False,4.95
21097,NonResidential,Retail Store,BERGMAN'S LUGGAGE,1907 3RD AVE,Seattle,WA,1977201070,DOWNTOWN,1916,1.0,2,25920,0,25920,478690.0938,478690.0938,False,3.34
21102,NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",2001 3RD AVENUE,Seattle,WA,1977201135,DOWNTOWN,1919,1.0,2,25920,0,25920,1011667.5,1046976.813,False,13.71
21103,NonResidential,Hotel,Palladian Hotel,2000 Second Avenue,Seattle,WA,1977201140,DOWNTOWN,1910,1.0,8,61721,0,61721,2897079.75,2968429.75,False,36.92
21108,NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,2106 2nd Avenue,Seattle,WA,1977201181,DOWNTOWN,1919,1.0,2,25920,0,25920,1793851.375,1945839.625,False,46.48
21115,NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,1218 Terry Ave,Seattle,WA,1978200285,EAST,1925,1.0,4,39760,0,39760,2478960.0,2741556.25,False,149.91
21116,NonResidential,Other,Sunset Club,1021 University St.,Seattle,WA,1978200290,EAST,1920,1.0,3,30971,0,30971,2823184.0,2974354.25,False,94.85
21117,NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,1000 Seneca St,Seattle,WA,1978200305,EAST,1946,1.0,3,22667,0,22667,3767135.0,4141811.25,False,148.55
21119,NonResidential,Warehouse,Canal Building,712 N 34th St,Seattle,WA,1972202680,LAKE UNION,1927,1.0,2,33840,0,33840,2227638.25,2339649.75,False,60.88
21122,NonResidential,Mixed Use Property,Fremont Court-Equinox Building,3424 Fremont Ave. N.,Seattle,WA,1972202755,LAKE UNION,2001,5.0,3,41827,9226,32601,4193371.0,4288601.5,False,110.17
21125,NonResidential,Small- and Mid-Sized Office,The Peck Building,701 North 36th Street,Seattle,WA,1972202940,LAKE UNION,2001,1.0,5,33740,6010,27730,1291405.25,1291405.25,False,9.0
21129,NonResidential,Retail Store,Dubliner Building,3515 Fremont Ave N,Seattle,WA,1972203060,LAKE UNION,1911,1.0,2,20516,0,20516,1021796.625,1109483.125,False,42.04
21133,NonResidential,Retail Store,The Fremont Building,3417 Fremont Ave N.,Seattle,WA,1972203160,LAKE UNION,1906,1.0,3,27480,0,27480,1215156.25,1215156.25,False,8.47
21138,NonResidential,Mixed Use Property,Saturn Building,3417 Evanston Ave. N.,Seattle,WA,1972203435,LAKE UNION,1947,1.0,1,46958,0,46958,1818867.875,1818867.875,False,30.32
21140,NonResidential,Distribution Center,124N35,124 North 35th Street,Seattle,WA,1972203870,LAKE UNION,1984,1.0,1,26532,0,26532,1934224.25,2261229.0,False,66.53
21141,NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,154 N 35TH ST,Seattle,WA,1972203920,LAKE UNION,1981,1.0,2,22388,0,22388,576405.125,605182.6875,False,9.46
21142,NonResidential,Other,155N35,155 North 35th Street,Seattle,WA,1972204025,LAKE UNION,1969,1.0,1,30730,0,30730,3050455.25,3269018.5,False,73.52
21145,NonResidential,Small- and Mid-Sized Office,Fremont West Building,123 NW 36th St,Seattle,WA,1972204350,LAKE UNION,1986,1.0,2,35600,0,35600,2173143.75,2195095.5,False,18.34
21150,NonResidential,Worship Facility,First Free Methodist Church,58 W Dravus,Seattle,WA,1972204965,MAGNOLIA / QUEEN ANNE,1949,1.0,3,62000,0,62000,1799664.125,2158433.5,False,82.34
21172,NonResidential,Small- and Mid-Sized Office,101 Nickerson,101 Nickerson St,Seattle,WA,1972205940,MAGNOLIA / QUEEN ANNE,1981,1.0,2,23600,0,23600,776248.6875,839316.3125,False,5.41
21177,NonResidential,Small- and Mid-Sized Office,4 Nick,4 Nickerson,Seattle,WA,1972206360,MAGNOLIA / QUEEN ANNE,1986,1.0,3,40067,0,40067,2303732.75,2303732.75,False,16.06
21178,NonResidential,Small- and Mid-Sized Office,6 Nick,6 Nickerson,Seattle,WA,1972206390,MAGNOLIA / QUEEN ANNE,1989,1.0,3,26419,6922,19497,1074989.0,1074989.0,False,7.49
21179,NonResidential,Small- and Mid-Sized Office,2 Nick,2 Nickerson,Seattle,WA,1972206435,MAGNOLIA / QUEEN ANNE,1979,1.0,3,25262,0,25262,1469556.25,1508578.25,False,23.85
21180,NonResidential,Other,"Seventeen Meters, LLC",437 N 34th Street,Seattle,WA,1972206512,LAKE UNION,1996,0.0,3,53103,0,53103,4877959.0,4879644.0,False,38.12
21181,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,150 Nickerson Street,Seattle,WA,1972206650,MAGNOLIA / QUEEN ANNE,1980,1.0,3,34106,0,34106,1619177.125,1785202.125,False,11.29
21182,NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,130 Nickerson Street,Seattle,WA,1972206650,MAGNOLIA / QUEEN ANNE,1980,1.0,3,34545,0,34545,2313978.75,2313978.75,False,16.13
21183,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,180 & 192 Nickerson St,Seattle,WA,1972206670,MAGNOLIA / QUEEN ANNE,1980,1.0,3,70296,0,70296,2782066.5,3018885.75,False,19.39
25660,NonResidential,Small- and Mid-Sized Office,Union Trust Annex,117 S. Main,Seattle,WA,5247800365,DOWNTOWN,1902,1.0,4,27838,0,27838,1217509.125,1265151.625,False,8.49
21192,NonResidential,Distribution Center,Alaska Marine Lines,5615 W Marginal Way SW,Seattle,WA,1924049081,DELRIDGE,1971,2.0,2,28368,0,28368,1856230.625,1931830.75,False,30.02
21208,NonResidential,Other,Stone Avenue Building,13100 Stone Avenue North,Seattle,WA,1926049122,NORTHWEST,1964,1.0,2,92080,0,92080,5155090.5,5368434.5,False,127.1
21212,NonResidential,Other,Granite Curling Club,1440 N 128th St,Seattle,WA,1926049180,NORTHWEST,1961,1.0,1,20236,0,20236,1965182.25,2089365.125,False,49.58
21213,NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",12500 Aurora Avenue North,Seattle,WA,1926049190,NORTHWEST,1951,1.0,2,39815,0,39815,2050600.75,2158188.5,False,40.22
21216,Nonresidential COS,Other,Mary's Place (PI Bank),1155 (1157) N 130th Ave,Seattle,WA,1926049218,NORTHWEST,1970,1.0,4,25557,0,25557,2280352.5,2280352.5,False,15.9
21218,Nonresidential COS,Other,HLF FFD VMG (A),12645 Ashworth Ave N,Seattle,WA,1926049286,NORTHWEST,1958,1.0,2,26994,0,26994,3076813.25,3320817.0,False,122.73
21219,NonResidential,Warehouse,Comcast,12645 Stone Ave N,Seattle,WA,1926049290,NORTHWEST,1972,1.0,1,48112,0,48112,1485945.875,1463960.0,False,10.36
21221,NonResidential,Other,(ID#21221) KC Metro Transit North Facilities Maintenance,12525 STONE AVE N,Seattle,WA,1926049293,NORTHWEST,2009,1.0,1,20909,0,20909,1208029.25,1296995.0,False,32.86
21226,NonResidential,Small- and Mid-Sized Office,Laurel Building,911 N 145th,Seattle,WA,1926049335,NORTHWEST,2001,1.0,2,42793,16518,26275,1772188.5,1871245.75,False,12.35
21233,NonResidential,Other,Fitness International North Seattle,13244 Aurora Avenue North,Seattle,WA,1926049370,NORTHWEST,2007,1.0,2,45000,0,45000,5912066.0,6104259.5,False,176.79
21236,NonResidential,Retail Store,PETSMART 0375 (ID21236),13000 AURORA AVE N,Seattle,WA,1926049423,NORTHWEST,1998,1.0,1,26115,0,26115,1689372.625,1760626.0,False,36.74
21239,NonResidential,Worship Facility,Seattle North,5701 8th Ave N,Seattle,WA,1928300405,NORTHEAST,1949,1.0,1,26033,0,26033,1149140.25,1343672.875,False,45.33
21243,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,Seattle,WA,1929300110,MAGNOLIA / QUEEN ANNE,2007,1.0,4,48660,0,48660,1881516.125,2115259.0,False,61.98
21244,NonResidential,Senior Care Community,Queen Anne Healthcare,2717 Dexter Ave N,Seattle,WA,1929300390,MAGNOLIA / QUEEN ANNE,1970,1.0,2,46539,0,46539,5400049.5,5589312.5,False,180.38
21262,NonResidential,Residence Hall,(ID21262) El Rey Apts,2119 2ND AVE,Seattle,WA,1977200720,DOWNTOWN,1909,1.0,4,29796,0,29796,2233262.0,2309752.75,False,79.58
21265,NonResidential,Retail Store,N0030 - Patagonia/DKA,2100 First Avenue & 106 Lenora Street,Seattle,WA,1977200735,DOWNTOWN,1920,1.0,2,26400,0,26400,983595.875,1013921.625,False,17.12
21266,NonResidential,Small- and Mid-Sized Office,First & Lenora,2030 First Avenue,Seattle,WA,1977200855,DOWNTOWN,1918,1.0,3,38148,0,38148,1262255.75,1262255.75,False,8.8
21270,NonResidential,Mixed Use Property,Rex Land Building (Block 56SE) - SEDO,401 8th Ave. North,Seattle,WA,1988201370,LAKE UNION,1928,1.0,2,28800,0,28800,456953.0,521523.1875,False,12.77
21278,NonResidential,Worship Facility,Church of Scientology Washington State,300 W Harrison St,Seattle,WA,1989200520,MAGNOLIA / QUEEN ANNE,1955,1.0,5,31945,0,31945,1806468.0,1806468.0,False,12.59
21290,NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,111 Queen Anne Ave N,Seattle,WA,1989200945,MAGNOLIA / QUEEN ANNE,1985,1.0,5,85963,33055,52908,4480961.0,4480961.0,False,31.24
21310,NonResidential,Retail Store,DILLER BUILDING (ID21310),1216 1st Ave.,Seattle,WA,1974700170,DOWNTOWN,1900,1.0,4,34680,0,34680,1169948.875,1259828.25,False,26.38
21313,NonResidential,Worship Facility,Plymouth Congregational Church,1217 6th Ave,Seattle,WA,1975700006,DOWNTOWN,1968,1.0,3,75058,34510,40548,5587347.0,6207115.5,False,247.97
21315,NonResidential,Small- and Mid-Sized Office,1518 Fifith Ave,1520 Fifth Ave,Seattle,WA,1975700135,DOWNTOWN,1903,1.0,3,57720,0,57720,24105.5,24105.5,False,0.17
21317,NonResidential,Retail Store,Coliseum,1506 Fifth Avenue,Seattle,WA,1975700155,DOWNTOWN,1915,1.0,1,36504,0,36504,2100982.75,2147472.5,False,20.76
21318,NonResidential,Small- and Mid-Sized Office,Westlake Place,1520 4th Avenue,Seattle,WA,1975700195,DOWNTOWN,1907,1.0,6,35200,0,35200,2998208.25,2998208.25,False,20.9
21319,NonResidential,Small- and Mid-Sized Office,4th Avenue Building,1408 4th Avenue,Seattle,WA,1975700275,DOWNTOWN,1907,1.0,5,35840,0,35840,1538750.625,1724638.75,False,48.35
21321,NonResidential,Other,5265050802 - WM1084 Fifth and Union,1401 5th AVE,Seattle,WA,1975700281,DOWNTOWN,1941,1.0,2,25920,0,25920,1333432.125,1356947.75,False,9.3
21322,NonResidential,Small- and Mid-Sized Office,Fourth and Union,1404 Fourth Ave,Seattle,WA,1975700290,DOWNTOWN,1928,1.0,4,30525,0,30525,2883139.0,2991557.25,False,73.61
21328,NonResidential,Other,Seattle First Hill,1334 Terry Avenue,Seattle,WA,1978200320,EAST,1964,1.0,4,49243,0,49243,8476183.0,8491346.0,False,101.34
21336,NonResidential,Other,University Club,1004 Boren Ave,Seattle,WA,1978200605,EAST,1912,0.0,3,20411,0,20411,2014475.875,2145049.5,False,71.23
21351,NonResidential,Medical Office,Swedish Alcoa Building,1401 Madison St,Seattle,WA,1978201116,EAST,1962,1.0,2,30855,10285,20570,2946756.25,3129807.0,False,85.55
21353,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,1111 Harvard Ave.,Seattle,WA,1978201205,EAST,1910,1.0,3,73549,0,73549,2828950.5,3209164.5,False,107.45
21364,NonResidential,Other,Pacific Northwest Research,720 Broadway,Seattle,WA,1978201421,EAST,1988,1.0,5,45780,11400,34380,10834087.0,11542708.0,False,462.4
21365,NonResidential,Medical Office,Northwest Kidney Center (21365),700 Broadway,Seattle,WA,1978201435,EAST,1963,0.0,3,39115,0,39115,3735308.5,3838425.0,False,60.04
21366,NonResidential,Other,Town Hall Seattle,1119 8th Avenue,Seattle,WA,1979200050,EAST,1916,1.0,3,38038,0,38038,1107290.625,1255324.0,False,55.61
21367,NonResidential,Worship Facility,First Presbyterian Church of Seattle,1013 8th Ave,Seattle,WA,1979200090,EAST,1962,1.0,3,37796,0,37796,2465983.5,2769792.0,False,123.41
21380,Nonresidential COS,Small- and Mid-Sized Office,System Operations Center,614 NW 46th St,Seattle,WA,1982201065,Ballard,1993,1.0,1,27744,0,27744,5355753.0,5355753.0,False,37.34
21382,NonResidential,Warehouse,Superior Self Storage,832 NW 48,Seattle,WA,1982201700,BALLARD,1960,1.0,1,36444,0,36444,161311.0938,169464.0938,False,1.12
21388,NonResidential,Warehouse,lee warehouse,4259 8th Avenue NW,Seattle,WA,1982203275,BALLARD,1950,1.0,1,27553,0,27553,966677.125,1054377.75,False,31.61
21389,NonResidential,Distribution Center,Double Y Investment Co.,4222 8th Ave NW,Seattle,WA,1982203385,BALLARD,1951,3.0,1,57310,0,57310,1253745.5,1395637.75,False,34.87
21391,NonResidential,Mixed Use Property,On Ballard- 425 Westlake,425 Westlake Ave N.,Seattle,WA,1983200005,LAKE UNION,1920,1.0,2,25920,0,25920,989079.5,1071271.0,False,16.57
21396,NonResidential,Restaurant,Uptown Espresso Building (Block 38W) - SEDO,500-510 Westlake Ave. North,Seattle,WA,1983200170,LAKE UNION,1919,1.0,3,40686,0,40686,2106073.5,2188575.25,False,73.0
21397,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,520-530 Westlake Ave. North,Seattle,WA,1983200180,LAKE UNION,1964,1.0,2,45271,0,45271,2553763.5,2912179.5,False,82.72
21398,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,534 Westlake Ave. North,Seattle,WA,1983200196,LAKE UNION,1920,1.0,3,28380,12180,16200,1372213.375,1503529.375,False,35.77
21399,NonResidential,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,440 Terry Ave. North,Seattle,WA,1983200290,LAKE UNION,2009,1.0,5,508160,0,508160,28053172.0,28053172.0,False,487.53
21401,NonResidential,Small- and Mid-Sized Office,511 Boren,511 Boren Avenue North,Seattle,WA,1983200350,LAKE UNION,1926,1.0,3,26176,0,26176,966907.375,1074761.125,False,32.09
